concept_id,concept,score,legacy_coverage_score,support_factor,dardic_positive_votes,plains_positive_votes,separation,eligible,dardic_family_id,dardic_family,plains_family_id,plains_family,dardic_linked,plains_linked,dardic_observed,plains_observed,dardic_coverage,plains_coverage,dardic_own,plains_own,dardic_cross,plains_cross,legacy_rank,rank
1855,BIRCH,0.9375,0.479702,1,7.5,6.0,0.9375,True,9570,bʰūrja,9570-2,*bʰaurja,8,6,11,6,0.7272727272727273,1.0,0.9375,1.0,0.0625,0,20,1
882,PARROT,0.808333,0.26903,1,5.0,9.5,0.808333,True,12245,śakuná,12503,śúka,6,10,15,13,0.4,0.7692307692307693,0.8333333333333334,0.95,0.16666666666666666,0,149,2
1224,LIVER,0.777473,0.281556,1,5.5,11.0,0.777473,True,10394,yákr̩t,3103,kālēyaka,7,13,17,20,0.4117647058823529,0.65,0.7857142857142857,0.8461538461538461,0,0.07692307692307693,139,3
1350,MONKEY,0.775439,0.444591,1,8.5,33.83333333333333,0.775439,True,9882,markáṭa,11515,vānara,10,38,17,68,0.5882352941176471,0.5588235294117647,0.85,0.8903508771929823,0.15,0.039473684210526314,28,4
1265,HIGH,0.766865,0.44903,1,8.166666666666666,12.333333333333334,0.766865,True,1804,*uttʰala,1634,ucca,12,14,14,35,0.8571428571428571,0.4,0.6805555555555555,0.880952380952381,0.027777777777777776,0,27,5
621,IRON,0.75871,0.485373,1,12.5,9.45,0.75871,True,4842a,cīmara,11158,lōhá,13,17,15,36,0.8666666666666667,0.4722222222222222,0.9615384615384616,0.5558823529411764,0,0,18,6
1011,BRIDGE,0.755357,0.364872,0.9,13.0,4.5,0.839286,True,13585,sḗtu,12834,saṁkramá,14,6,16,10,0.875,0.6,0.9285714285714286,0.75,0,0,62,7
1958,UNRIPE,0.724242,0.671391,1,8.5,11.5,0.724242,True,1236,āmá,2613,*kacca,11,15,12,16,0.9166666666666666,0.9375,0.7727272727272727,0.7666666666666667,0.09090909090909091,0,2,8
671,SAND,0.719907,0.485795,1,17.0,15.833333333333332,0.719907,True,13386,síkatā,11580,vālukā,17,36,21,64,0.8095238095238095,0.5625,1.0,0.43981481481481477,0,0,17,9
1959,RAW,0.702652,0.672738,1,8.833333333333334,8.666666666666666,0.702652,True,1236,āmá,2613,*kacca,12,11,12,12,1.0,0.9166666666666666,0.7361111111111112,0.7878787878787878,0.027777777777777776,0.09090909090909091,1,10
1165,MOUSTACHE,0.69697,0.527545,1,8.0,10.0,0.69697,True,9083,*pʰuŋga,10180,*muccʰā,11,15,16,18,0.6875,0.8333333333333334,0.7272727272727273,0.6666666666666666,0,0,8,11
163,BLACK,0.693895,0.493246,1,12.083333333333336,38.53333333333333,0.693895,True,3451,kr̩ṣṇá,3083,kāla,20,43,23,74,0.8695652173913043,0.581081081081081,0.6041666666666667,0.8961240310077518,0.1125,0,13,12
1221,NOSE,0.686979,0.421263,1,8.833333333333332,29.833333333333332,0.686979,True,7031,nasta,6909,*nakka,20,32,23,74,0.8695652173913043,0.43243243243243246,0.4416666666666666,0.9322916666666666,0,0,34,13
1203,LONG,0.676728,0.490321,1,17.5,28.666666666666668,0.676728,True,6368,dīrgʰá,10951,lamba,20,41,22,71,0.9090909090909091,0.5774647887323944,0.875,0.6991869918699187,0.05,0.17073170731707318,15,14
239,FLOWER,0.672905,0.480553,1,7.083333333333333,38.83333333333333,0.672905,True,8306,púṣya,9092,pʰulla,16,43,19,71,0.8421052631578947,0.6056338028169014,0.4427083333333333,0.9031007751937984,0,0,19,15
1948,SAW,0.670909,0.242438,0.9,4.5,6.5,0.745455,True,6518,dr̩ṣṭá,2795,karapattra,5,11,10,13,0.5,0.8461538461538461,0.9,0.5909090909090909,0,0,181,16
3289,UNCOOKED RICE,0.666667,0.287442,1,7.5,15.0,0.666667,True,5637,taṇḍulá,4749,*cāmala,9,28,18,61,0.5,0.45901639344262296,0.8333333333333334,0.5357142857142857,0,0.03571428571428571,127,17
964,WOOL,0.666667,0.638285,1,6.5,12.833333333333332,0.666667,True,7638,pákṣman,2424,ū́rṇā,11,15,12,15,0.9166666666666666,1.0,0.5909090909090909,0.8555555555555555,0.09090909090909091,0.02222222222222222,3,18
221,FIRE,0.6525,0.454343,1,17.833333333333336,17.033333333333335,0.6525,True,125,áŋgāra,55,agní,20,40,22,75,0.9090909090909091,0.5333333333333333,0.8916666666666668,0.4258333333333334,0,0.0125,25,19
948,WATER,0.650568,0.487344,1,14.0,36.25,0.650568,True,1921,udaká,8082,pānī́ya,22,44,23,75,0.9565217391304348,0.5866666666666667,0.6363636363636364,0.8238636363636364,0.1590909090909091,0,16,20
1422,BE ALIVE,0.644231,0.492647,1,11.0,7.75,0.644231,True,5244,jīvantá,5241,jī́vati,13,13,17,17,0.7647058823529411,0.7647058823529411,0.8461538461538461,0.5961538461538461,0.038461538461538464,0.11538461538461539,14,21
1174,YESTERDAY,0.642713,0.449045,1,12.0,25.5,0.642713,True,6590,dōṣā́,3104,kālya,19,39,22,69,0.8636363636363636,0.5652173913043478,0.631578947368421,0.6538461538461539,0,0,26,22
1917,TIE,0.626068,0.504752,1,10.5,7.616666666666666,0.626068,True,4353,grantʰáyati,9139,bandʰati,13,15,15,20,0.8666666666666667,0.75,0.8076923076923077,0.5077777777777778,0,0.06333333333333332,11,23
730,SNAKE,0.625149,0.401151,1,9.0,25.166666666666664,0.625149,True,5110,jantú,13271,sarpá,16,35,20,68,0.8,0.5147058823529411,0.5625,0.7190476190476189,0.03125,0,42,24
1019,RIGHT,0.60636,0.372854,1,9.5,16.0,0.60636,True,6119,dákṣiṇa,6251,dākṣiṇa,12,38,18,67,0.6666666666666666,0.5671641791044776,0.7916666666666666,0.42105263157894735,0,0,55,25
1820,BEAR,0.606133,0.460621,1,8.166666666666666,10.866666666666667,0.606133,True,2445,ŕ̩kṣa,9415,bʰallū́ka,11,21,16,25,0.6875,0.84,0.7424242424242423,0.5174603174603175,0,0.047619047619047616,24,26
926,RICE,0.605159,0.400275,1,9.833333333333332,22.666666666666664,0.605159,True,5637,taṇḍulá,4749,*cāmala,14,42,21,64,0.6666666666666666,0.65625,0.7023809523809523,0.5396825396825397,0,0.031746031746031744,43,27
3411,OVER THERE,0.6,0.212132,0.6,3.0,3.0,1.0,False,8100,pārá,7626,*pakviṣṭʰa,3,3,6,3,0.5,1.0,1.0,1.0,0,0,239,28
986,TOMATO,0.6,0.076429,0.6,3.0,18.0,1.0,False,11503,vātiŋgaṇa,f_gzpge3m6iyzaw,tomato,3,18,16,52,0.1875,0.34615384615384615,1.0,1.0,0,0,811,29
1226,YEAR,0.599418,0.36971,1,14.5,14.833333333333332,0.599418,True,3084,kālá,11392,varṣá,17,32,22,65,0.7727272727272727,0.49230769230769234,0.8529411764705882,0.46354166666666663,0.11764705882352941,0,59,30
724,READ,0.592857,0.562434,0.9,4.5,13.0,0.65873,True,9837,mantráyatē,7712,páṭʰati,9,14,10,14,0.9,1.0,0.5,0.9285714285714286,0.1111111111111111,0,4,31
1906,SOUR,0.589683,0.513129,1,9.833333333333332,11.75,0.589683,True,4850,cukrá,3777,kʰaṭṭa,15,21,16,26,0.9375,0.8076923076923077,0.6555555555555554,0.5595238095238095,0,0.03571428571428571,9,32
1698,CURVED,0.586667,0.289875,0.8,4.0,4.0,0.733333,True,3533,*kōla,5474,ṭēraka,5,6,6,8,0.8333333333333334,0.75,0.8,0.6666666666666666,0,0,122,33
1567,DOOR,0.585283,0.408081,1,14.5,14.666666666666666,0.585283,True,6651,*dvara,6459,*duvāra,19,36,21,67,0.9047619047619048,0.5373134328358209,0.7631578947368421,0.4074074074074074,0,0,39,34
1208,CAT,0.582386,0.28794,1,9.0,8.0,0.582386,True,8298,*puśśī,9237,bíḍāla,11,16,16,45,0.6875,0.35555555555555557,0.8181818181818182,0.5,0.09090909090909091,0.0625,125,35
684,OWN,0.578846,0.551908,1,5.0,8.5,0.578846,True,5766-2,*tānuva,1135-2,*ātmanaka,13,10,13,11,1.0,0.9090909090909091,0.38461538461538464,0.85,0.07692307692307693,0,6,36
670,ROOT,0.575,0.369544,1,6.0,28.5,0.575,True,7047,nāḍī́,5086,jáṭā,15,38,20,69,0.75,0.5507246376811594,0.4,0.75,0,0,60,37
984,WORK (LABOUR),0.572222,0.426509,1,8.666666666666666,6.5,0.572222,True,2892,kárman,3078,kāryà,10,15,15,18,0.6666666666666666,0.8333333333333334,0.8666666666666666,0.43333333333333335,0.03333333333333333,0.12222222222222222,32,38
1109,WOUND,0.566919,0.390515,1,6.5,6.083333333333334,0.566919,True,8906,prahāra,4460,gʰāta,9,11,13,13,0.6923076923076923,0.8461538461538461,0.7222222222222222,0.5530303030303031,0.1111111111111111,0.0303030303030303,48,39
1653,BLIND,0.564912,0.477438,1,9.0,14.5,0.564912,True,12717,*śrēḍa,385,andʰá,15,19,19,21,0.7894736842105263,0.9047619047619048,0.6,0.7631578947368421,0.23333333333333334,0,21,40
1489,CLOUD,0.564062,0.372185,1,6.25,30.666666666666664,0.564062,True,549,abʰrá,11567,vārdala,16,40,21,70,0.7619047619047619,0.5714285714285714,0.390625,0.7666666666666666,0,0.029166666666666664,57,41
1471,WINTER,0.563214,0.506248,0.95,11.0,4.75,0.592857,True,14164,hēmantá,12486,śītakāla,14,10,16,12,0.875,0.8333333333333334,0.7857142857142857,0.475,0,0.075,10,42
677,AXE,0.561905,0.32233,1,6.5,26.533333333333335,0.561905,True,5427,ṭaŋka,3244,kuṭʰāra,11,35,18,65,0.6111111111111112,0.5384615384615384,0.5909090909090909,0.7580952380952382,0.09090909090909091,0.13428571428571429,96,43
801,RIB,0.558532,0.302846,1,5.0,5.166666666666666,0.558532,True,7948,párśu,7948-3,*parsula-,7,12,10,14,0.7,0.8571428571428571,0.7142857142857143,0.4305555555555555,0,0.027777777777777776,113,44
1491,MOUSE,0.556548,0.42507,1,11.5,5.833333333333333,0.556548,True,10258,mūṣa,4899,*cūha,14,12,18,16,0.7777777777777778,0.75,0.8214285714285714,0.4861111111111111,0,0.19444444444444442,33,45
2252,PATH,0.555886,0.325494,1,11.0,7.666666666666666,0.555886,True,7785,pántʰā,4009,gáti,12,36,20,63,0.6,0.5714285714285714,0.9166666666666666,0.21296296296296294,0,0.017857142857142856,94,46
1214,THIS,0.553704,0.134224,0.8666666666666666,4.333333333333333,8.0,0.638889,True,587,ayám,2530,ēṣá,9,8,18,58,0.5,0.13793103448275862,0.48148148148148145,1.0,0.2037037037037037,0,456,47
2045,COLUMN,0.547576,0.560047,0.8666666666666668,14.0,4.333333333333334,0.631818,True,13774,stʰū́ṇā,13682,stambʰa,15,11,15,14,1.0,0.7857142857142857,0.9333333333333333,0.393939393939394,0.03333333333333333,0.0303030303030303,5,48
1252,HOUSE,0.543302,0.407166,1,7.0,32.66666666666667,0.543302,True,4336,gōṣṭʰá,4428,gʰara,23,41,23,73,1.0,0.5616438356164384,0.30434782608695654,0.7967479674796749,0.014492753623188404,0,40,49
1331,SHEEP,0.542361,0.494248,1,8.333333333333332,9.0,0.542361,True,2512,ēḍa,9606,bʰēḍra,15,16,17,17,0.8823529411764706,0.9411764705882353,0.5555555555555555,0.5625,0.03333333333333333,0,12,50
2749,UNHUSKED RICE,0.535714,0.330719,1,6.0,9.5,0.535714,True,12415,śāli,6778,dʰānyà,7,14,7,18,1.0,0.7777777777777778,0.8571428571428571,0.6785714285714286,0.14285714285714285,0.32142857142857145,91,51
1202,BIG,0.533355,0.382833,1,10.533333333333331,26.733333333333334,0.533355,True,4424,gʰaná,11225,vaḍra,19,41,21,72,0.9047619047619048,0.5694444444444444,0.5543859649122806,0.6520325203252033,0.13157894736842105,0.008130081300813007,52,52
1622,SHIRT,0.533333,0.282843,0.8,5.0,4.0,0.666667,True,7838,paridʰā́na,5415,*jʰōla,6,6,8,9,0.75,0.6666666666666666,0.8333333333333334,0.6666666666666666,0,0.16666666666666666,136,53
635,MILK,0.532376,0.389477,1,12.333333333333334,33.2,0.532376,True,3696,kṣīrá,6391,dugdʰá,19,44,22,71,0.8636363636363636,0.6197183098591549,0.6491228070175439,0.7545454545454546,0.2631578947368421,0.07575757575757576,50,54
1251,BELLY,0.531967,0.382048,1,6.2,32.28333333333333,0.531967,True,1932,udára,8376,*pēṭṭa,19,43,22,72,0.8636363636363636,0.5972222222222222,0.3263157894736842,0.7507751937984496,0.013157894736842105,0,53,55
